Class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
Thumbs Up,0.6172125935554504,0.8011263012886047,-2.2470545957276045e-07,0.5971060395240784,0.6995739936828613,-0.005656888242810965,0.5326809883117676,0.5968872308731079,-0.021233083680272102,0.49853625893592834,0.5131794214248657,-0.03628012165427208,0.5092282295227051,0.4356459975242615,-0.0520157553255558,0.5152627229690552,0.5926191210746765,-0.05312775447964668,0.4114729166030884,0.6039978265762329,-0.07858694344758987,0.43610671162605286,0.6259308457374573,-0.08552955090999603,0.47181761264801025,0.621815025806427,-0.08704252541065216,0.5081505179405212,0.6647902131080627,-0.06173685938119888,0.4008212387561798,0.6757590174674988,-0.08625732362270355,0.43632254004478455,0.693082332611084,-0.08167215436697006,0.4762503206729889,0.692099928855896,-0.07513530552387238,0.5016984343528748,0.7415263056755066,-0.06907486915588379,0.39886224269866943,0.7491438388824463,-0.0874771848320961,0.43651798367500305,0.758490264415741,-0.0714166983962059,0.4766223132610321,0.7550621032714844,-0.05783502385020256,0.49856552481651306,0.8152109980583191,-0.0759114921092987,0.4228709042072296,0.8215709924697876,-0.08817455172538757,0.4504937529563904,0.823910117149353,-0.07622407376766205,0.48295408487319946,0.8182969093322754,-0.06483746320009232
Thumbs Up,0.6337665319442749,0.8075568675994873,2.2774995045438118e-07,0.6207749247550964,0.7207579016685486,-0.0005849116714671254,0.569388210773468,0.6456862688064575,-0.007051452063024044,0.5088155269622803,0.627714216709137,-0.012310008518397808,0.4592863917350769,0.6299833059310913,-0.020214391872286797,0.5640236139297485,0.615237832069397,-0.025843195617198944,0.502889096736908,0.5889157652854919,-0.03869357705116272,0.45361703634262085,0.5781174302101135,-0.04793529212474823,0.4158913493156433,0.5796726942062378,-0.05474063381552696,0.5404685735702515,0.6713408827781677,-0.034161828458309174,0.45059919357299805,0.6599172949790955,-0.046134162694215775,0.43626996874809265,0.6665669679641724,-0.04933864623308182,0.44046249985694885,0.6802585124969482,-0.0512349009513855,0.5224118232727051,0.7365512847900391,-0.04017694666981697,0.4277122914791107,0.7365763187408447,-0.0493924655020237,0.43880587816238403,0.745155394077301,-0.04011135920882225,0.46394458413124084,0.7509605884552002,-0.033226918429136276,0.510269045829773,0.805243730545044,-0.04548889398574829,0.43930336833000183,0.8089763522148132,-0.054683540016412735,0.44966116547584534,0.8127828240394592,-0.045464832335710526,0.47340384125709534,0.8112043142318726,-0.03639215603470802
Thumbs Up,0.6614001989364624,0.8369652032852173,2.441155402266304e-07,0.6510511040687561,0.7556270360946655,0.00022235991491470486,0.611003041267395,0.6832655072212219,-0.00217624893411994,0.5655240416526794,0.6494132876396179,-0.004443276673555374,0.5263617634773254,0.6430060863494873,-0.008998692966997623,0.6114553809165955,0.656528651714325,-0.02026289701461792,0.5803368091583252,0.6077231168746948,-0.0318615660071373,0.5444033145904541,0.5816094875335693,-0.04104417562484741,0.5117668509483337,0.5697251558303833,-0.047928884625434875,0.5916677713394165,0.6940361857414246,-0.027441760525107384,0.5352882742881775,0.665558397769928,-0.035071223974227905,0.4854969084262848,0.6578043103218079,-0.04151361808180809,0.44496798515319824,0.6589006185531616,-0.04795023426413536,0.572268009185791,0.7444818615913391,-0.033042605966329575,0.5140992403030396,0.7278120517730713,-0.040236953645944595,0.4686567783355713,0.7223320603370667,-0.0434904471039772,0.4314148426055908,0.7235346436500549,-0.04720496013760567,0.5574750900268555,0.8042656779289246,-0.03770552575588226,0.507426381111145,0.8008584976196289,-0.04738348349928856,0.47212716937065125,0.800446629524231,-0.04858189448714256,0.4411429166793823,0.8021661043167114,-0.048152223229408264
Thumbs Up,0.6654955148696899,0.8015346527099609,1.5331909253291087e-07,0.6493985652923584,0.7106674313545227,0.001297850045375526,0.5965413451194763,0.6209726333618164,-0.005571186542510986,0.5563685297966003,0.5576789975166321,-0.013373440131545067,0.5382180213928223,0.4977951645851135,-0.02416875958442688,0.5817298293113708,0.6102905869483948,-0.018728405237197876,0.5230457782745361,0.5832176804542542,-0.03556252643465996,0.48029619455337524,0.5694831013679504,-0.04654654115438461,0.4507855176925659,0.5639817714691162,-0.053919870406389236,0.5612596869468689,0.6638432741165161,-0.030571598559617996,0.46162083745002747,0.6475535035133362,-0.0483756847679615,0.47136813402175903,0.6673389673233032,-0.04933048412203789,0.4993911683559418,0.6846561431884766,-0.04692346602678299,0.54720538854599,0.7298657894134521,-0.04155978187918663,0.4469566345214844,0.7222158908843994,-0.057438574731349945,0.4698525071144104,0.7388498783111572,-0.044449713081121445,0.5040795207023621,0.7429834604263306,-0.03293970227241516,0.5407435894012451,0.798596203327179,-0.051895566284656525,0.4613631069660187,0.7969357371330261,-0.06482771784067154,0.4804292619228363,0.8049980401992798,-0.053376518189907074,0.512148916721344,0.8033258318901062,-0.0417829230427742
Thumbs Up,0.6531984806060791,0.8048977255821228,-1.8999170947608945e-07,0.6351143717765808,0.7015954256057739,-0.0037559017073363066,0.5736466646194458,0.594514787197113,-0.018051723018288612,0.5408862233161926,0.511934220790863,-0.032506369054317474,0.5501372814178467,0.4387882947921753,-0.04753284901380539,0.5569072365760803,0.5887695550918579,-0.04395899549126625,0.4567718207836151,0.5982865691184998,-0.0712934210896492,0.47495901584625244,0.6227689981460571,-0.07951338589191437,0.5060774087905884,0.6210012435913086,-0.0810646116733551,0.5490344762802124,0.6595529913902283,-0.05364391580224037,0.4417932629585266,0.674552857875824,-0.07999570667743683,0.47710973024368286,0.6960782408714294,-0.07541993260383606,0.5172067284584045,0.6956056356430054,-0.06878786534070969,0.5406515002250671,0.73682701587677,-0.06294863671064377,0.4381077289581299,0.7463644742965698,-0.08445175737142563,0.4755094051361084,0.7606830596923828,-0.0681682899594307,0.5149873495101929,0.7583446502685547,-0.05376584827899933,0.5342320799827576,0.8120726943016052,-0.07154557853937149,0.45248690247535706,0.8188009858131409,-0.08562295138835907,0.48118171095848083,0.8237081170082092,-0.07439661026000977,0.5156511068344116,0.8181710839271545,-0.0629383847117424
Thumbs Up,0.6555166840553284,0.8114580512046814,-3.12623939180412e-07,0.6304481029510498,0.7036057114601135,0.0005736036691814661,0.567776083946228,0.5949795842170715,-0.012817246839404106,0.5341797471046448,0.5075994729995728,-0.027108674868941307,0.5442986488342285,0.4301893711090088,-0.041214633733034134,0.5482906699180603,0.5850510001182556,-0.042797595262527466,0.4431115388870239,0.5974922180175781,-0.07066403329372406,0.4665369391441345,0.6283469200134277,-0.07929764688014984,0.5023767948150635,0.6255947947502136,-0.08119107037782669,0.541743278503418,0.6570436954498291,-0.05484077334403992,0.43764758110046387,0.6750489473342896,-0.07759614288806915,0.47099900245666504,0.6981550455093384,-0.06976889073848724,0.5082314610481262,0.6921510100364685,-0.06321824342012405,0.5350139141082764,0.7355758547782898,-0.06628544628620148,0.43721458315849304,0.7442938089370728,-0.08580277115106583,0.4718276560306549,0.7610044479370117,-0.06615732610225677,0.509198784828186,0.7556542754173279,-0.0512305311858654,0.5300730466842651,0.8118526935577393,-0.076826311647892,0.4516707956790924,0.8134021759033203,-0.08883596211671829,0.4810647964477539,0.8207564353942871,-0.07419661432504654,0.5155302286148071,0.8149105906486511,-0.060986604541540146
Thumbs Up,0.6535680890083313,0.8061490058898926,-3.757373576718237e-07,0.6269495487213135,0.697311520576477,0.0028083876240998507,0.565702497959137,0.5854699611663818,-0.009397883899509907,0.5287004709243774,0.4988480806350708,-0.0231759212911129,0.5390075445175171,0.42092442512512207,-0.03677331656217575,0.5409515500068665,0.5733652710914612,-0.03950558602809906,0.43468737602233887,0.5887646079063416,-0.06682197749614716,0.4572657644748688,0.6245486736297607,-0.0747448205947876,0.49330976605415344,0.622600793838501,-0.0761956125497818,0.5365544557571411,0.6449623703956604,-0.05248071998357773,0.4321843087673187,0.6692924499511719,-0.0747075304389,0.4639992117881775,0.696099579334259,-0.06602268666028976,0.5013037323951721,0.6876819729804993,-0.05915076285600662,0.5318140983581543,0.7228447198867798,-0.06483834981918335,0.4343727231025696,0.7389436960220337,-0.08443836122751236,0.46695226430892944,0.7596412301063538,-0.06426338851451874,0.5042138695716858,0.7521927356719971,-0.0491044707596302,0.5273301005363464,0.798671543598175,-0.07617022842168808,0.44863834977149963,0.8047837018966675,-0.08802247792482376,0.47739091515541077,0.8157373070716858,-0.07315058261156082,0.5117971301078796,0.8089855909347534,-0.05987650901079178
Thumbs Up,0.6543639898300171,0.8052347898483276,-4.2509202557994286e-07,0.6246960163116455,0.6985309720039368,0.006236633751541376,0.5604605078697205,0.5916159152984619,-0.004701569210737944,0.5233892202377319,0.5061231851577759,-0.018523694947361946,0.5295036435127258,0.4263576865196228,-0.032012902200222015,0.5341092944145203,0.5691596269607544,-0.0350591242313385,0.4268941283226013,0.59089595079422,-0.06360071152448654,0.45068877935409546,0.625461220741272,-0.07202942669391632,0.48754647374153137,0.623695433139801,-0.07326240092515945,0.531872570514679,0.6397520899772644,-0.05012078583240509,0.428751677274704,0.6704860329627991,-0.0723443403840065,0.4608050584793091,0.6951320171356201,-0.06401994079351425,0.4964553117752075,0.685451865196228,-0.05788112059235573,0.5285967588424683,0.7180725932121277,-0.06469031423330307,0.4315616190433502,0.7367388606071472,-0.08482012897729874,0.46384933590888977,0.7570880055427551,-0.06448990851640701,0.49970975518226624,0.7495827674865723,-0.049403052777051926,0.5254881381988525,0.7951021790504456,-0.07801815867424011,0.44654425978660583,0.8032240271568298,-0.09047629684209824,0.475241482257843,0.8141486644744873,-0.07547034323215485,0.5090199112892151,0.8081073760986328,-0.06192639470100403
Thumbs Up,0.647982120513916,0.8115960359573364,-4.110588065486809e-07,0.6166964173316956,0.701932430267334,0.006374419666826725,0.5543176531791687,0.5940497517585754,-0.006439018063247204,0.5181281566619873,0.5064315795898438,-0.022055285051465034,0.524484395980835,0.4266076982021332,-0.03802132233977318,0.5267956852912903,0.5792422890663147,-0.038391973823308945,0.42100468277931213,0.6027117967605591,-0.06645114719867706,0.4486963748931885,0.6353100538253784,-0.07523766905069351,0.4870794117450714,0.633327066898346,-0.07704763859510422,0.5247063040733337,0.6501176953315735,-0.05387330427765846,0.4224768280982971,0.6798672080039978,-0.074300616979599,0.45460179448127747,0.7031954526901245,-0.06568879634141922,0.4902332127094269,0.6970637440681458,-0.060214586555957794,0.5217177271842957,0.7285000681877136,-0.06851734220981598,0.42788276076316833,0.7464810013771057,-0.08602079004049301,0.4596039056777954,0.7656973600387573,-0.06615424156188965,0.49444007873535156,0.7611420750617981,-0.052515022456645966,0.517980694770813,0.8054903149604797,-0.08193354308605194,0.44194966554641724,0.8136093616485596,-0.0920717790722847,0.4702359735965729,0.8237428069114685,-0.07675939798355103,0.5021964907646179,0.8196454048156738,-0.0639641061425209
Thumbs Up,0.6470369100570679,0.8236144781112671,-3.442601723691041e-07,0.6089218854904175,0.7089031338691711,0.005849112756550312,0.5450913906097412,0.6022309064865112,-0.007374091073870659,0.512567937374115,0.5114039778709412,-0.02318045310676098,0.5213544368743896,0.4291168451309204,-0.04007552191615105,0.5143799185752869,0.5922274589538574,-0.0359368696808815,0.4145151674747467,0.6255378723144531,-0.059551868587732315,0.4436529278755188,0.6568034291267395,-0.06745229661464691,0.480685830116272,0.6520113348960876,-0.06971999257802963,0.512407124042511,0.6625246405601501,-0.05039384216070175,0.42057132720947266,0.7019147872924805,-0.0652221217751503,0.45193538069725037,0.7228127121925354,-0.057380035519599915,0.48610565066337585,0.715264618396759,-0.05381693318486214,0.5103635787963867,0.7417681217193604,-0.0636524111032486,0.42730480432510376,0.7657908201217651,-0.07620570808649063,0.45723769068717957,0.7839765548706055,-0.058505404740571976,0.49065807461738586,0.7795140147209167,-0.04768044501543045,0.5076829195022583,0.8191583156585693,-0.07582976669073105,0.43808385729789734,0.8291925191879272,-0.08238664269447327,0.46527180075645447,0.839474081993103,-0.06706772744655609,0.4961548447608948,0.8357250690460205,-0.05481497198343277
